Age,WorkClass,fnlwgt,Education,Education-Num,Marital-Status,Occupation,Relationship,Race,Sex,Capital-Gain,Capital-Loss,Hours-per-week,Native-Country,class
very-low, Private,medium, Some-college,medium, Never-married, Sales, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, Some-college,medium, Never-married, Craft-repair, Unmarried, Other, Male,very-low,very-low,medium, Ecuador, <=50K.
medium, Private,low, HS-grad,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,high, Assoc-acdm,high, Never-married, Farming-fishing, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
high, Private,low, HS-grad,medium, Married-civ-spouse, Prof-specialty, Husband, Black, Male,very-low,very-low,high, United-States, <=50K.
very-low, Private,medium, Some-college,medium, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,very-low,very-low,low, United-States, >50K.
high, Self-emp-not-inc,very-low, Assoc-voc,high, Married-civ-spouse, Other-service, Wife, White, Female,very-low,very-low,low, United-States, <=50K.
medium, Local-gov,very-low, Some-college,medium, Married-civ-spouse, Protective-serv, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
high, Private,very-low, Bachelors,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,medium, Some-college,medium, Never-married, Prof-specialty, Other-relative, White, Male,very-low,very-low,medium, United-States, <=50K.
low, Private,medium, Assoc-acdm,high, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
very-low, Private,low, HS-grad,medium, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
high, Self-emp-not-inc,high, Some-college,medium, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,high, United-States, <=50K.
low, Private,very-low, Some-college,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, State-gov,low, Bachelors,very-high, Married-civ-spouse, Prof-specialty, Wife, White, Female,very-low,very-low,very-low, United-States, >50K.
low, Private,very-low, Masters,very-high, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
low, Private,medium, HS-grad,medium, Married-civ-spouse, Other-service, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
high, Private,very-low, HS-grad,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,medium, Assoc-voc,high, Never-married, Exec-managerial, Unmarried, Black, Female,very-low,very-low,low, United-States, <=50K.
very-high, Private,low, HS-grad,medium, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, HS-grad,medium, Never-married, Other-service, Other-relative, Black, Female,very-low,very-low,low, United-States, <=50K.
low, Private,very-low, Preschool,very-low, Never-married, Other-service, Unmarried, White, Male,very-low,very-low,very-low, El-Salvador, <=50K.
low, Local-gov,very-low, HS-grad,medium, Separated, Other-service, Not-in-family, Black, Female,low,very-low,low, United-States, <=50K.
medium, Self-emp-not-inc,medium, HS-grad,medium, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,high, Cuba, <=50K.
very-low, Local-gov,high, HS-grad,medium, Divorced, Machine-op-inspct, Own-child, White, Male,very-low,very-low,medium, United-States, <=50K.
low, Private,medium, Some-college,medium, Divorced, Exec-managerial, Unmarried, White, Female,very-low,very-low,very-low, United-States, <=50K.
high, Private,very-low, Assoc-voc,high, Married-civ-spouse, Tech-support, Husband, White, Male,very-low,very-low,low, United-States, >50K.
low, Private,very-low, HS-grad,medium, Divorced, Adm-clerical, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Local-gov,medium, Some-college,medium, Never-married, Other-service, Own-child, White, Male,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,high, 5th-6th,very-low, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,very-low,very-low,low, Mexico, <=50K.
low, Private,low, HS-grad,medium, Divorced, Machine-op-inspct, Unmarried, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Local-gov,low, Assoc-voc,high, Married-civ-spouse, Adm-clerical, Wife, White, Female,very-low,very-low,low, United-States, >50K.
low, Private,medium, HS-grad,medium, Married-civ-spouse, Other-service, Husband, White, Male,very-low,very-low,low, United-States, >50K.
very-low, Private,low, Some-college,medium, Married-civ-spouse, Adm-clerical, Wife, White, Female,very-low,very-low,medium, United-States, <=50K.
medium, State-gov,low, Masters,very-high, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
medium, Private,very-low, HS-grad,medium, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,low, Some-college,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,very-low, United-States, <=50K.
low, Federal-gov,very-low, Bachelors,very-high, Divorced, Prof-specialty, Not-in-family, White, Female,very-low,very-low,medium, United-States, >50K.
low, Private,medium, HS-grad,medium, Separated, Craft-repair, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-high, Private,very-low, Masters,very-high, Divorced, Adm-clerical, Unmarried, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,low, Doctorate,very-high, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, HS-grad,medium, Never-married, Adm-clerical, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
medium, Local-gov,very-low, Assoc-acdm,high, Divorced, Adm-clerical, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
medium, Private,very-low, Some-college,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,very-low, HS-grad,medium, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,very-low,very-low,low, United-States, >50K.
medium, Federal-gov,high, Assoc-voc,high, Married-civ-spouse, Adm-clerical, Husband, White, Male,very-low,very-low,very-low, United-States, >50K.
very-low, Private,low, Bachelors,very-high, Never-married, Exec-managerial, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
high, Private,very-low, HS-grad,medium, Divorced, Other-service, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
medium, Federal-gov,very-low, Bachelors,very-high, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,low, Masters,very-high, Married-civ-spouse, Adm-clerical, Husband, Black, Male,very-low,very-low,low, Haiti, <=50K.
low, Private,low, Some-college,medium, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,very-low,very-low,low, United-States, >50K.
low, Self-emp-not-inc,high, Bachelors,very-high, Never-married, Tech-support, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Self-emp-inc,medium, Bachelors,very-high, Never-married, Exec-managerial, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, Some-college,medium, Never-married, Handlers-cleaners, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
high, Private,high, 5th-6th,very-low, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,very-low,very-low,low, United-States, <=50K.
low, Private,medium, 11th,low, Never-married, Exec-managerial, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
very-high, Private,very-low, HS-grad,medium, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,very-low, Some-college,medium, Never-married, Adm-clerical, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, Preschool,very-low, Never-married, Farming-fishing, Not-in-family, White, Male,very-low,very-low,medium, Mexico, <=50K.
low, Private,medium, HS-grad,medium, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
medium, Private,medium, HS-grad,medium, Widowed, Prof-specialty, Own-child, Black, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, HS-grad,medium, Never-married, Craft-repair, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, Assoc-voc,high, Divorced, Craft-repair, Not-in-family, White, Male,very-low,very-low,high, United-States, <=50K.
very-low, Private,low, Some-college,medium, Never-married, Handlers-cleaners, Own-child, White, Male,very-low,very-low,medium, United-States, <=50K.
very-low, Private,very-low, Some-college,medium, Never-married, Sales, Own-child, White, Female,very-low,very-low,very-low, United-States, <=50K.
medium, Local-gov,medium, Assoc-acdm,high, Divorced, Protective-serv, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, HS-grad,medium, Never-married, Handlers-cleaners, Unmarried, White, Male,very-low,very-low,medium, United-States, <=50K.
very-low, Private,very-low, Masters,very-high, Never-married, Prof-specialty, Own-child, White, Male,very-low,very-low,high, United-States, <=50K.
low, State-gov,low, Bachelors,very-high, Divorced, Prof-specialty, Not-in-family, Other, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-low, Some-college,medium, Never-married, Adm-clerical, Not-in-family, White, Male,very-low,very-low,medium, United-States, <=50K.
medium, Private,high, Some-college,medium, Divorced, Prof-specialty, Not-in-family, White, Male,very-low,very-low,low, United-States, >50K.
very-high, Local-gov,low, HS-grad,medium, Widowed, Adm-clerical, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,low, HS-grad,medium, Never-married, Sales, Not-in-family, White, Female,very-low,very-low,medium, United-States, <=50K.
very-low, Private,medium, HS-grad,medium, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
medium, State-gov,very-low, HS-grad,medium, Divorced, Adm-clerical, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,low, Bachelors,very-high, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,medium,medium, United-States, >50K.
medium, Private,very-low, Bachelors,very-high, Married-spouse-absent, Sales, Not-in-family, White, Female,very-low,very-low,very-low, Germany, <=50K.
very-high, Self-emp-not-inc,low, HS-grad,medium, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,very-low, United-States, <=50K.
high, Private,very-low, HS-grad,medium, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,medium, Assoc-voc,high, Divorced, Tech-support, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, HS-grad,medium, Married-civ-spouse, Adm-clerical, Wife, White, Female,very-low,very-low,low, United-States, <=50K.
low, Federal-gov,low, Some-college,medium, Married-civ-spouse, Adm-clerical, Husband, White, Male,very-low,very-low,low, United-States, >50K.
low, Private,medium, Some-college,medium, Divorced, Machine-op-inspct, Not-in-family, White, Female,very-low,very-low,very-low, United-States, <=50K.
very-low, Self-emp-not-inc,medium, Some-college,medium, Separated, Adm-clerical, Unmarried, White, Female,very-low,very-low,medium, United-States, <=50K.
very-high, Private,medium, HS-grad,medium, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,very-low, Cuba, <=50K.
very-low, Private,medium, 5th-6th,very-low, Never-married, Farming-fishing, Other-relative, White, Male,very-low,very-low,low, Mexico, <=50K.
very-low, Private,low, 9th,low, Never-married, Adm-clerical, Unmarried, White, Female,very-low,very-low,low, Mexico, <=50K.
high, Private,very-low, 11th,low, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,very-low, United-States, <=50K.
medium, Private,medium, Assoc-voc,high, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
high, Private,low, Masters,very-high, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,high,medium, United-States, >50K.
high, Self-emp-inc,very-low, Bachelors,very-high, Divorced, Exec-managerial, Not-in-family, White, Male,very-high,very-low,high, United-States, >50K.
low, Local-gov,low, Masters,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
low, Private,very-low, Some-college,medium, Never-married, Adm-clerical, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,medium, HS-grad,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,high, United-States, >50K.
very-low, Self-emp-inc,low, Bachelors,very-high, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
very-low, Private,low, HS-grad,medium, Never-married, Craft-repair, Unmarried, White, Male,very-low,very-low,low, United-States, <=50K.
very-high, Private,low, 7th-8th,very-low, Divorced, Prof-specialty, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
